team_id,name,player_id,firstname,lastname,birthdate
714,Bayer Leverkusen,19604,Kyriakos,Papadopoulos,1992-02-23 00:00:00.000
714,Bayer Leverkusen,42914,Joel,Pohjanpalo,1994-09-13 00:00:00.000
714,Bayer Leverkusen,37479,Andre,Ramalho,1992-02-16 00:00:00.000
714,Bayer Leverkusen,36743,Jonathan,Tah,1996-02-11 00:00:00.000
714,Bayer Leverkusen,21724,Omer,Toprak,1989-07-21 00:00:00.000
714,Bayer Leverkusen,34660,Kevin,Volland,1992-07-30 00:00:00.000
714,Bayer Leverkusen,39164,Vladlen,Yurchenko,1994-01-22 00:00:00.000
644,Bayern Munich,20367,David,Alaba,1992-06-24 00:00:00.000
644,Bayern Munich,20372,Thiago,Alcantara,1991-04-11 00:00:00.000
644,Bayern Munich,19946,Xabi,Alonso,1981-11-25 00:00:00.000
644,Bayern Munich,19806,Holger,Badstuber,1989-03-13 00:00:00.000
644,Bayern Munich,32153,Juan,Bernat,1993-03-01 00:00:00.000
644,Bayern Munich,21739,Jerome,Boateng,1988-09-03 00:00:00.000
644,Bayern Munich,36311,Kingsley,Coman,1996-06-13 00:00:00.000
644,Bayern Munich,28540,Douglas,Costa,1990-09-14 00:00:00.000
644,Bayern Munich,37152,Julian,Green,1995-06-06 00:00:00.000
644,Bayern Munich,21602,Mats,Hummels,1988-12-16 00:00:00.000
644,Bayern Munich,41487,Joshua,Kimmich,1995-02-08 00:00:00.000
644,Bayern Munich,19805,Philipp,Lahm,1983-11-11 00:00:00.000
644,Bayern Munich,29603,Robert,Lewandowski,1988-08-21 00:00:00.000
644,Bayern Munich,23027,Javi,Martinez,1988-09-02 00:00:00.000
644,Bayern Munich,19809,Thomas,Muller,1989-09-13 00:00:00.000
644,Bayern Munich,21785,Manuel,Neuer,1986-03-27 00:00:00.000
644,Bayern Munich,21786,Marcio,Rafinha,1985-09-07 00:00:00.000
644,Bayern Munich,19811,Franck,Ribery,1983-04-07 00:00:00.000
644,Bayern Munich,19799,Arjen,Robben,1984-01-23 00:00:00.000
644,Bayern Munich,42333,Renato,Sanches,1997-08-18 00:00:00.000
644,Bayern Munich,25775,Tom,Starke,1981-03-18 00:00:00.000
644,Bayern Munich,20049,Sven,Ulreich,1988-08-03 00:00:00.000
644,Bayern Munich,21888,Arturo,Vidal,1987-05-22 00:00:00.000
701,Borussia Dortmund,21153,Pierre-Emerick,Aubameyang,1989-06-18 00:00:00.000
701,Borussia Dortmund,20351,Marc,Bartra,1991-01-15 00:00:00.000
701,Borussia Dortmund,21915,Sven,Bender,1989-04-27 00:00:00.000
701,Borussia Dortmund,36971,Hendrik,Bonmann,1994-01-22 00:00:00.000
701,Borussia Dortmund,38448,Roman,Burki,1990-11-14 00:00:00.000
701,Borussia Dortmund,21873,Gonzalo,Castro,1987-06-11 00:00:00.000
701,Borussia Dortmund,42342,Ousmane,Dembele,1997-05-15 00:00:00.000
701,Borussia Dortmund,36972,Erik,Durm,1992-05-12 00:00:00.000
701,Borussia Dortmund,34095,Matthias,Ginter,1994-01-19 00:00:00.000
701,Borussia Dortmund,32727,Park,Joo-Ho,1987-01-16 00:00:00.000
701,Borussia Dortmund,29550,Shinji,Kagawa,1989-03-17 00:00:00.000
701,Borussia Dortmund,31480,Moritz,Leitner,1992-12-08 00:00:00.000
701,Borussia Dortmund,42917,Mikel,Merino,1996-06-22 00:00:00.000
701,Borussia Dortmund,42931,Emre,Mor,1997-07-24 00:00:00.000
701,Borussia Dortmund,22181,Sokratis,Papastathopoulos,1988-06-09 00:00:00.000
701,Borussia Dortmund,42741,Felix,Passlack,1998-05-29 00:00:00.000
701,Borussia Dortmund,21676,Lukasz,Piszczek,1985-06-03 00:00:00.000
701,Borussia Dortmund,42508,Christian,Pulisic,1998-09-18 00:00:00.000
701,Borussia Dortmund,31721,Adrian,Ramos,1986-01-22 00:00:00.000
701,Borussia Dortmund,21827,Marco,Reus,1989-05-31 00:00:00.000
701,Borussia Dortmund,29695,Sebastian,Rode,1990-10-11 00:00:00.000
701,Borussia Dortmund,21609,Nuri,Sahin,1988-09-05 00:00:00.000
701,Borussia Dortmund,21607,Marcel,Schmelzer,1988-01-22 00:00:00.000
701,Borussia Dortmund,21605,Neven,Subotic,1988-12-10 00:00:00.000
701,Borussia Dortmund,21603,Roman,Weidenfeller,1980-08-06 00:00:00.000
701,Borussia Dortmund,41491,Julian,Weigl,1995-09-08 00:00:00.000
712,Borussia Monchengladbach,31719,Raffael,Araujo,1985-03-28 00:00:00.000
712,Borussia Monchengladbach,36552,Andreas,Christensen,1996-04-10 00:00:00.000
712,Borussia Monchengladbach,39170,Mahmoud,Dahoud,1996-01-01 00:00:00.000
712,Borussia Monchengladbach,35841,Alvaro,Dominguez,1989-05-16 00:00:00.000
712,Borussia Monchengladbach,39832,Nico,Elvedi,1996-09-30 00:00:00.000
712,Borussia Monchengladbach,36218,Andre,Hahn,1990-08-13 00:00:00.000
712,Borussia Monchengladbach,31159,Thorgan,Hazard,1993-03-29 00:00:00.000
712,Borussia Monchengladbach,21834,Christofer,Heimeroth,1981-08-01 00:00:00.000
712,Borussia Monchengladbach,22059,Patrick,Herrmann,1991-02-12 00:00:00.000
712,Borussia Monchengladbach,36064,Jonas,Hofmann,1992-07-04 00:00:00.000
712,Borussia Monchengladbach,21825,Tony,Jantschke,1990-04-07 00:00:00.000
712,Borussia Monchengladbach,31489,Julian,Korb,1992-03-21 00:00:00.000
712,Borussia Monchengladbach,36737,Christoph,Kramer,1991-02-19 00:00:00.000
712,Borussia Monchengladbach,29528,Tobias,Sippel,1988-03-22 00:00:00.000
712,Borussia Monchengladbach,42885,Djibril,Sow,1997-02-06 00:00:00.000
712,Borussia Monchengladbach,29576,Lars,Stindl,1988-08-26 00:00:00.000
712,Borussia Monchengladbach,34101,Tobias,Strobl,1990-05-12 00:00:00.000
712,Borussia Monchengladbach,31665,Ibrahima,Traore,1988-04-21 00:00:00.000
704,Eintracht Frankfurt,24587,David,Abraham,1986-07-15 00:00:00.000
704,Eintracht Frankfurt,41562,Enis,Bunjaki,1997-10-17 00:00:00.000
704,Eintracht Frankfurt,32335,Luc,Castaignos,1992-09-27 00:00:00.000
704,Eintracht Frankfurt,30514,Timothy,Chandler,1990-03-29 00:00:00.000
704,Eintracht Frankfurt,38404,Marco,Fabian,1989-07-21 00:00:00.000
704,Eintracht Frankfurt,21728,Johannes,Flum,1987-12-14 00:00:00.000
704,Eintracht Frankfurt,41561,Mijat,Gacinovic,1995-02-08 00:00:00.000
704,Eintracht Frankfurt,39182,Joel,Gerezgiher,1995-10-09 00:00:00.000
704,Eintracht Frankfurt,19869,Makoto,Hasebe,1984-01-18 00:00:00.000
704,Eintracht Frankfurt,41559,Lukas,Hradecky,1989-11-24 00:00:00.000
704,Eintracht Frankfurt,32625,Szabolcs,Huszti,1983-04-18 00:00:00.000
704,Eintracht Frankfurt,32908,Heinz,Lindner,1990-07-17 00:00:00.000
704,Eintracht Frankfurt,34857,Slobodan,Medojevic,1990-11-20 00:00:00.000
704,Eintracht Frankfurt,21665,Alexander,Meier,1983-01-17 00:00:00.000
704,Eintracht Frankfurt,29541,Bastian,Oczipka,1989-01-12 00:00:00.000
704,Eintracht Frankfurt,42258,Yanni,Regasel,1996-01-13 00:00:00.000
704,Eintracht Frankfurt,21658,Marco,Russ,1985-08-04 00:00:00.000
704,Eintracht Frankfurt,31201,Haris,Seferovic,1992-02-22 00:00:00.000
704,Eintracht Frankfurt,36478,Marc,Stendera,1995-12-10 00:00:00.000
2279,FC Ingolstadt 04,41502,Romain,Bregerie,1989-08-09 00:00:00.000
2279,FC Ingolstadt 04,41507,Max,Christiansen,1996-09-25 00:00:00.000
2279,FC Ingolstadt 04,29787,Almog,Cohen,1988-09-01 00:00:00.000
2279,FC Ingolstadt 04,41511,Moritz,Hartmann,1986-06-20 00:00:00.000
2279,FC Ingolstadt 04,41498,Orjan,Haskjold Nyland,1990-09-10 00:00:00.000
2279,FC Ingolstadt 04,41512,Lukas,Hinterseer,1991-03-28 00:00:00.000
2279,FC Ingolstadt 04,31490,Mathew,Leckie,1991-02-04 00:00:00.000
2279,FC Ingolstadt 04,21835,Tobias,Levels,1986-11-22 00:00:00.000
2279,FC Ingolstadt 04,36429,Stefan,Lex,1989-11-27 00:00:00.000
2279,FC Ingolstadt 04,42505,Dario,Lezcano,1990-06-30 00:00:00.000
2279,FC Ingolstadt 04,41505,Marvin,Matip,1985-09-25 00:00:00.000
2279,FC Ingolstadt 04,31714,Alfredo,Morales,1990-05-12 00:00:00.000
2279,FC Ingolstadt 04,39986,Maurice,Multhaup,1996-12-15 00:00:00.000
2279,FC Ingolstadt 04,41499,Christian,Ortag,1995-01-14 00:00:00.000
2279,FC Ingolstadt 04,32924,Markus,Suttner,1987-04-16 00:00:00.000
702,FC Koln,34640,Leonardo,Bittencourt,1993-12-19 00:00:00.000
702,FC Koln,42629,Marcel,Hartel,1996-01-19 00:00:00.000
702,FC Koln,34230,Jonas,Hector,1990-05-27 00:00:00.000
702,FC Koln,34422,Dominique,Heintz,1993-08-15 00:00:00.000
702,FC Koln,31639,Marco,Hoger,1989-09-16 00:00:00.000
702,FC Koln,31729,Timo,Horn,1993-05-12 00:00:00.000
702,FC Koln,35980,Milos,Jojic,1992-03-19 00:00:00.000
702,FC Koln,21631,Thomas,Kessler,1986-01-20 00:00:00.000
702,FC Koln,41571,Lukas,Klunter,1996-05-26 00:00:00.000
702,FC Koln,29543,Matthias,Lehmann,1983-05-28 00:00:00.000
702,FC Koln,21769,Dominic,Maroh,1987-03-04 00:00:00.000
702,FC Koln,34833,Mergim,Mavraj,1986-06-09 00:00:00.000
702,FC Koln,39444,Filip,Mladenovic,1991-08-15 00:00:00.000
702,FC Koln,29331,Anthony,Modeste,1988-04-14 00:00:00.000
702,FC Koln,39195,Pawel,Olkowski,1990-02-13 00:00:00.000
702,FC Koln,38556,Yuya,Osako,1990-05-18 00:00:00.000
702,FC Koln,21701,Konstantin,Rausch,1990-03-15 00:00:00.000
702,FC Koln,21760,Marcel,Risse,1989-12-17 00:00:00.000
702,FC Koln,32284,Frederik,Sorensen,1992-04-14 00:00:00.000
702,FC Koln,39216,Simon,Zoller,1991-06-26 00:00:00.000
708,Hamburger SV,21875,Rene,Adler,1985-01-15 00:00:00.000
708,Hamburger SV,42593,Nabil,Bahoui,1991-02-05 00:00:00.000
708,Hamburger SV,21768,Dennis,Diekmeier,1989-10-20 00:00:00.000
708,Hamburger SV,17724,Johan,Djourou,1987-01-18 00:00:00.000
708,Hamburger SV,22377,Albin,Ekdal,1989-07-28 00:00:00.000
708,Hamburger SV,39226,Ashton,Gotz,1993-07-16 00:00:00.000
708,Hamburger SV,34657,Michael,Gregoritsch,1994-04-18 00:00:00.000
708,Hamburger SV,41489,Andreas,Hirzel,1996-03-25 00:00:00.000
708,Hamburger SV,21779,Lewis,Holtby,1990-09-18 00:00:00.000
708,Hamburger SV,21641,Aaron,Hunt,1986-09-04 00:00:00.000
708,Hamburger SV,39292,Cleber,Janderson Pereira Reis,1990-12-05 00:00:00.000
708,Hamburger SV,39225,Gideon,Jung,1994-09-12 00:00:00.000
708,Hamburger SV,31710,Pierre-Michel,Lasogga,1991-12-15 00:00:00.000
708,Hamburger SV,36541,Christian,Mathenia,1992-03-31 00:00:00.000
708,Hamburger SV,22045,Tom,Mickel,1989-04-19 00:00:00.000
708,Hamburger SV,31557,Nicolai,Muller,1987-09-25 00:00:00.000
708,Hamburger SV,34149,Matthias,Ostrzolek,1990-05-06 00:00:00.000
708,Hamburger SV,41490,Finn,Porath,1997-02-23 00:00:00.000
708,Hamburger SV,34097,Gotoku,Sakai,1991-03-14 00:00:00.000
708,Hamburger SV,21246,Emir,Spahic,1980-08-18 00:00:00.000
708,Hamburger SV,37436,Luca,Waldschmidt,1996-05-19 00:00:00.000
708,Hamburger SV,42910,Bobby,Wood,1992-11-15 00:00:00.000
705,Hertha Berlin,29549,Sami,Allagui,1986-05-28 00:00:00.000
705,Hertha Berlin,20300,Alexander,Baumjohann,1987-01-23 00:00:00.000
705,Hertha Berlin,31701,John,Brooks,1993-01-28 00:00:00.000
705,Hertha Berlin,32574,Vladimir,Darida,1990-08-08 00:00:00.000
705,Hertha Berlin,31723,Ronny,Heberson Furtado de Araujo,1986-05-11 00:00:00.000
705,Hertha Berlin,38660,Genki,Haraguchi,1991-05-09 00:00:00.000
705,Hertha Berlin,29561,Jens,Hegeler,1988-01-22 00:00:00.000
705,Hertha Berlin,21893,Vedad,Ibisevic,1984-08-06 00:00:00.000
705,Hertha Berlin,38072,Rune,Jarstein,1984-09-29 00:00:00.000
705,Hertha Berlin,17960,Salomon,Kalou,1985-08-05 00:00:00.000
705,Hertha Berlin,41524,Florian,Kohls,1995-04-03 00:00:00.000
705,Hertha Berlin,20303,Thomas,Kraft,1988-07-22 00:00:00.000
705,Hertha Berlin,39364,Sinan,Kurt,1996-07-23 00:00:00.000
705,Hertha Berlin,41522,Nils-Jonathan,Korber,1996-11-13 00:00:00.000
705,Hertha Berlin,31507,Sebastian,Langkamp,1988-01-15 00:00:00.000
705,Hertha Berlin,31712,Fabian,Lustenberger,1988-05-02 00:00:00.000
705,Hertha Berlin,40717,Maximilian,Mittelstadt,1997-03-18 00:00:00.000
705,Hertha Berlin,19883,Peter,Pekarik,1986-10-30 00:00:00.000
705,Hertha Berlin,30310,Marvin,Plattenhardt,1992-01-26 00:00:00.000
705,Hertha Berlin,20040,Julian,Schieber,1989-02-13 00:00:00.000
705,Hertha Berlin,24925,Per,Skjelbred,1987-06-16 00:00:00.000
705,Hertha Berlin,36499,Niklas,Stark,1995-04-14 00:00:00.000
705,Hertha Berlin,24511,Valentin,Stocker,1989-04-12 00:00:00.000
705,Hertha Berlin,34003,Mitchell,Weiser,1994-04-21 00:00:00.000
715,Hoffenheim,40716,Nadiem,Amiri,1996-10-27 00:00:00.000
715,Hoffenheim,42790,Baris,Atik,1995-01-09 00:00:00.000
715,Hoffenheim,21732,Oliver,Baumann,1990-06-02 00:00:00.000
715,Hoffenheim,30400,Ermin,Bicakcic,1990-01-24 00:00:00.000
715,Hoffenheim,36027,Tarik,Elyounoussi,1988-02-23 00:00:00.000
715,Hoffenheim,33311,Jiloan,Hamad,1990-11-06 00:00:00.000
715,Hoffenheim,41504,Benjamin,Hubner,1989-07-04 00:00:00.000
715,Hoffenheim,35989,Pavel,Kaderabek,1992-04-25 00:00:00.000
715,Hoffenheim,38596,Jin-Su,Kim,1992-06-13 00:00:00.000
715,Hoffenheim,32721,Andrej,Kramaric,1991-06-19 00:00:00.000
715,Hoffenheim,41575,Philipp,Ochs,1997-04-17 00:00:00.000
715,Hoffenheim,21863,Eugen,Polanski,1986-05-17 00:00:00.000
715,Hoffenheim,20287,Sebastian,Rudy,1990-02-28 00:00:00.000
715,Hoffenheim,31493,Lukas,Rupp,1991-01-08 00:00:00.000
715,Hoffenheim,30575,Jonathan,Schmid,1990-06-26 00:00:00.000
715,Hoffenheim,21663,Pirmin,Schwegler,1987-03-09 00:00:00.000
715,Hoffenheim,35855,Fabian,Schaer,1991-12-20 00:00:00.000
715,Hoffenheim,20286,Alexander,Stolz,1983-10-13 00:00:00.000
715,Hoffenheim,36524,Niklas,Sule,1995-03-09 00:00:00.000
715,Hoffenheim,34654,Marco,Terrazzino,1991-04-15 00:00:00.000
715,Hoffenheim,36497,Jeremy,Toljan,1994-08-08 00:00:00.000
715,Hoffenheim,31733,Mark,Uth,1991-08-24 00:00:00.000
715,Hoffenheim,34091,Eduardo,Vargas,1989-11-20 00:00:00.000
715,Hoffenheim,34637,Kevin,Vogt,1991-09-23 00:00:00.000
715,Hoffenheim,22071,Sandro,Wagner,1987-11-29 00:00:00.000
715,Hoffenheim,37127,Steven,Zubar,1991-08-17 00:00:00.000
713,Mainz 05,21709,Leon,Balogun,1988-06-28 00:00:00.000
713,Mainz 05,34117,Stefan,Bell,1991-08-24 00:00:00.000
713,Mainz 05,30842,Pierre,Bengtsson,1988-04-12 00:00:00.000
713,Mainz 05,21633,Daniel,Brosinski,1988-07-17 00:00:00.000
713,Mainz 05,21850,Niko,Bungert,1986-10-24 00:00:00.000
713,Mainz 05,39041,Gaetan,Bussman,1991-02-02 00:00:00.000
713,Mainz 05,22086,Christian,Clemens,1991-08-04 00:00:00.000
713,Mainz 05,37921,Jhon,Cordoba,1993-05-11 00:00:00.000
713,Mainz 05,22380,Gianluca,Curci,1985-07-12 00:00:00.000
713,Mainz 05,39530,Pablo,De Blasis,1988-02-04 00:00:00.000
713,Mainz 05,22548,Giulio,Donati,1990-02-05 00:00:00.000
713,Mainz 05,32733,Fabian,Frei,1989-01-08 00:00:00.000
713,Mainz 05,41827,Alexander,Hack,1993-09-08 00:00:00.000
713,Mainz 05,42930,Gerrit,Holtmann,1993-03-25 00:00:00.000
713,Mainz 05,41791,Jannik,Huth,1994-07-01 00:00:00.000
713,Mainz 05,31572,Philipp,Klement,1992-09-09 00:00:00.000
713,Mainz 05,41519,Danny,Latza,1989-12-07 00:00:00.000
713,Mainz 05,31555,Yunus,Malli,1992-02-24 00:00:00.000
713,Mainz 05,41520,Yoshinori,Muto,1992-07-15 00:00:00.000
713,Mainz 05,42784,Karim,Onisiwo,1992-03-17 00:00:00.000
713,Mainz 05,36140,Jose,Rodriguez,1994-12-16 00:00:00.000
713,Mainz 05,41828,Suat,Serdar,1997-04-11 00:00:00.000
710,Schalke 04,21738,Dennis,Aogo,1987-01-14 00:00:00.000
710,Schalke 04,37368,Junior,Caicara,1989-04-27 00:00:00.000
710,Schalke 04,21969,Maxim,Choupo-Moting,1989-03-23 00:00:00.000
710,Schalke 04,17784,Franco,Di Santo,1989-04-07 00:00:00.000
710,Schalke 04,38268,Breel,Embolo,1997-02-14 00:00:00.000
710,Schalke 04,21671,Ralf,Fährmann,NULL
710,Schalke 04,34839,Johannes,Geis,1993-08-17 00:00:00.000
710,Schalke 04,21881,Fabian,Giefer,1990-05-17 00:00:00.000
710,Schalke 04,36785,Leon,Goretzka,1995-02-06 00:00:00.000
710,Schalke 04,31640,Benedikt,Howedes,1988-02-29 00:00:00.000
710,Schalke 04,19983,Klaas,Jan Huntelaar,NULL
710,Schalke 04,39996,Thilo,Kehrer,1996-09-21 00:00:00.000
710,Schalke 04,34126,Sead,Kolasinac,1993-06-20 00:00:00.000
710,Schalke 04,36258,Max,Meyer,1995-09-18 00:00:00.000
710,Schalke 04,21913,Ronaldo,Aparecido Rodrigues,1982-09-10 00:00:00.000
710,Schalke 04,32242,Matija,Nastasic,1993-03-28 00:00:00.000
710,Schalke 04,40678,Alexander,Nubel,1996-09-30 00:00:00.000
710,Schalke 04,42354,Fabian,Reese,1997-11-29 00:00:00.000
710,Schalke 04,19875,Sascha,Riether,1983-03-23 00:00:00.000
710,Schalke 04,29551,Sidney,Sam,1988-01-31 00:00:00.000
710,Schalke 04,37151,Alessandro,Schopf,1994-02-07 00:00:00.000
710,Schalke 04,29548,Atsuto,Uchida,1988-03-27 00:00:00.000
2278,SV Darmstadt 98,32826,Junior,Diaz,1983-09-12 00:00:00.000
2278,SV Darmstadt 98,42952,Michael,Esser,1987-11-22 00:00:00.000
2278,SV Darmstadt 98,41538,Jerome,Gondorf,1988-06-26 00:00:00.000
2278,SV Darmstadt 98,41532,Benjamin,Gorka,1984-04-15 00:00:00.000
2278,SV Darmstadt 98,21951,Marcel,Heller,NULL
2278,SV Darmstadt 98,33785,Immanuel,Hohn,1991-12-23 00:00:00.000
2278,SV Darmstadt 98,34380,Fabian,Holland,1990-07-11 00:00:00.000
2278,SV Darmstadt 98,41540,Florian,Jungwirth,1989-01-27 00:00:00.000
2278,SV Darmstadt 98,31716,Peter,Niemeyer,1983-11-22 00:00:00.000
2278,SV Darmstadt 98,40703,Felix,Platte,1996-02-11 00:00:00.000
2278,SV Darmstadt 98,21696,Jan,Rosenthal,1986-04-07 00:00:00.000
2278,SV Darmstadt 98,41533,Sandro,Sirigu,1988-10-07 00:00:00.000
2278,SV Darmstadt 98,41546,Dominik,Stroh-Engel,1985-11-27 00:00:00.000
2278,SV Darmstadt 98,41535,Aytac,Sulu,1985-12-11 00:00:00.000
2278,SV Darmstadt 98,33965,Mario,Vrancic,1989-05-23 00:00:00.000
703,Werder Bremen,29573,Fin,Bartels,1987-02-07 00:00:00.000
703,Werder Bremen,39987,Maximilian,Eggestein,1996-12-08 00:00:00.000
703,Werder Bremen,42924,Justin,Eilers,1988-06-13 00:00:00.000
703,Werder Bremen,21645,Clemens,Fritz,1980-12-07 00:00:00.000
703,Werder Bremen,40794,Lukas,Frode,1995-01-23 00:00:00.000
703,Werder Bremen,29730,Santiago,García,1988-07-08 00:00:00.000
703,Werder Bremen,41525,Ulisses,Garcia,1996-01-11 00:00:00.000
703,Werder Bremen,41526,Florian,Grillitsch,1995-08-07 00:00:00.000
703,Werder Bremen,42561,Leon,Guwara,1996-06-28 00:00:00.000
703,Werder Bremen,38152,Izet,Hajrovic,1991-08-04 00:00:00.000
703,Werder Bremen,37277,Aron,Johannsson,1990-11-10 00:00:00.000
703,Werder Bremen,32936,Zlatko,Junuzovic,1987-09-26 00:00:00.000
703,Werder Bremen,37929,Melvyn,Lorenzen,1994-11-26 00:00:00.000
703,Werder Bremen,22095,Thanos,Petsos,1991-06-05 00:00:00.000
703,Werder Bremen,21931,Claudio,Pizarro,1978-10-03 00:00:00.000
703,Werder Bremen,34667,Theodor Gebre,Selassie,1986-12-24 00:00:00.000
703,Werder Bremen,31533,Janek,Sternberg,1992-10-19 00:00:00.000
703,Werder Bremen,30485,Lennart,Thy,1992-02-25 00:00:00.000
703,Werder Bremen,38029,Milos,Veljkovic,1995-09-26 00:00:00.000
703,Werder Bremen,22036,Felix,Wiedwald,1990-03-15 00:00:00.000
703,Werder Bremen,34672,Raphael,Wolf,1988-06-06 00:00:00.000
703,Werder Bremen,31565,Sambou,Yatabare,1989-03-02 00:00:00.000
703,Werder Bremen,40993,Michael,Zetterer,1995-07-12 00:00:00.000
647,Wolfsburg,34004,Maximilian,Arnold,1994-05-27 00:00:00.000
647,Wolfsburg,41564,Carlos,Ascues,1992-06-19 00:00:00.000
647,Wolfsburg,42237,Ismail,Azzaoui,1998-01-06 00:00:00.000
647,Wolfsburg,19874,Diego,Benaglio,1983-09-08 00:00:00.000
647,Wolfsburg,42909,Josip,Brekalo,1998-06-23 00:00:00.000
647,Wolfsburg,18161,Jeffrey,Bruma,1991-11-13 00:00:00.000
647,Wolfsburg,22021,Daniel,Caligiuri,1988-01-15 00:00:00.000
647,Wolfsburg,33854,Koen,Casteels,1992-06-25 00:00:00.000
647,Wolfsburg,21822,NULL,Bonfim Dante,1983-10-18 00:00:00.000
647,Wolfsburg,21593,Daniel,Didavi,1990-02-21 00:00:00.000
647,Wolfsburg,34853,Bas,Dost,1989-05-31 00:00:00.000
647,Wolfsburg,30714,Julian,Draxler,1993-09-20 00:00:00.000
647,Wolfsburg,39213,Yannick,Gerhardt,1994-03-13 00:00:00.000
647,Wolfsburg,34831,Max,Grun,1987-04-05 00:00:00.000
647,Wolfsburg,21553,Josuha,Guilavogui,1990-09-19 00:00:00.000
647,Wolfsburg,31465,NULL,Luiz Gustavo,1987-07-23 00:00:00.000
647,Wolfsburg,42570,Bruno,Henrique,1990-12-30 00:00:00.000
647,Wolfsburg,42433,Jannes,Horn,1997-06-02 00:00:00.000
647,Wolfsburg,21952,Sebastian,Jung,1990-06-22 00:00:00.000
647,Wolfsburg,31073,Robin,Knoche,1992-05-22 00:00:00.000
647,Wolfsburg,32839,Ricardo,Rodríguez,1992-08-25 00:00:00.000
647,Wolfsburg,19877,Marcel,Schäfer,NULL
647,Wolfsburg,38107,Paul,Seguin,1995-03-29 00:00:00.000
647,Wolfsburg,20043,Christian,Träsch,NULL
647,Wolfsburg,25356,Adelino,Vieirinha,NULL
2206,ADO Den Haag,38686,Danny,Bakker,1995-01-16 00:00:00.000
2206,ADO Den Haag,41777,Tom,Beugelsdijk,1990-08-07 00:00:00.000
2206,ADO Den Haag,38752,Edouard,Duplan,1983-05-13 00:00:00.000
2206,ADO Den Haag,38682,Tyronne,Ebuehi,1995-12-16 00:00:00.000
2206,ADO Den Haag,38685,Mathias,Gehrt,1992-06-07 00:00:00.000
